id,status_group
285,non functional
71063,functional
21647,non functional
69231,functional
70282,non functional
34729,non functional
26199,functional
27000,non functional
53078,functional
29821,functional
17179,functional
60254,functional
66653,functional
46882,functional
71122,functional
51185,non functional
57704,non functional
56900,functional
13014,non functional
29678,functional
64485,functional
39847,non functional
20588,functional
981,non functional
45068,functional
2270,non functional
59274,functional needs repair
70064,functional
60291,non functional
49268,functional
49720,non functional
74229,functional
68618,non functional
22450,functional
38400,functional
65445,functional needs repair
10410,functional
41398,functional
18483,non functional
49936,functional
21821,non functional
11894,functional
31273,non functional
5410,non functional
13687,non functional
15286,functional
41449,non functional
40539,non functional
59194,non functional
67173,non functional
64160,non functional
32745,functional
10572,non functional
56019,non functional
65033,non functional
24781,functional
14637,functional
28213,non functional
57808,non functional
46807,functional
62106,functional
28048,functional needs repair
13185,non functional
14994,non functional
24875,non functional
8101,non functional
24984,non functional
34641,functional
18711,non functional
16398,functional
58314,non functional
15684,functional needs repair
55213,non functional
12498,functional
72164,functional
73280,functional needs repair
33270,functional needs repair
7611,functional
37216,functional
29369,non functional
48374,non functional
42528,functional
68775,functional
36411,functional
40952,non functional
3744,functional needs repair
34140,functional
3119,non functional
361,functional
63181,functional
51652,functional needs repair
32095,functional
9478,functional needs repair
4302,non functional
65906,functional
66440,functional
58308,functional
29497,functional
48676,non functional
11033,functional needs repair
22974,functional
60949,functional
48169,functional
53299,functional needs repair
46383,functional
73612,non functional
56311,non functional
68620,functional
55776,functional
34503,non functional
65241,non functional
72183,non functional
48898,functional
47050,functional
2284,functional needs repair
14026,functional
55013,functional needs repair
21030,functional
62149,functional
23311,functional
8944,non functional
31376,functional
2339,functional
54425,functional
44135,non functional
43657,functional
72041,functional
25757,functional
43918,functional
61145,non functional
19795,functional
50444,functional
24181,functional
22167,non functional
11564,functional needs repair
17322,non functional
32880,non functional
39381,non functional
47191,functional
6264,functional
71053,non functional
2976,functional
13493,non functional
49049,non functional
3608,functional
45368,functional
10452,functional
54553,functional
1125,non functional
20088,functional
16975,non functional
43207,functional
51696,functional
62213,functional
51575,non functional
44957,non functional
46521,functional
57852,non functional
69657,non functional
7831,non functional
4069,functional
72768,functional
57771,non functional
66758,functional
25990,non functional
38500,non functional
72623,non functional
67351,functional
33573,non functional
57985,non functional
71317,non functional
17370,functional needs repair
37693,functional
29457,functional
16278,non functional
45074,functional
11155,functional
58486,functional
61908,functional
29812,non functional
72076,non functional
29836,non functional
71071,functional
61061,non functional
60936,non functional
50225,functional
12166,functional
44427,functional
22614,functional
42481,non functional
18203,non functional
3244,functional
35653,non functional
43512,non functional
4638,functional
7646,non functional
32892,non functional
41005,functional
7523,functional needs repair
18390,functional
19609,functional
22224,functional
16893,functional
4075,functional
34968,non functional
44920,functional needs repair
19780,functional
1709,functional
60821,functional needs repair
73806,functional
46529,non functional
22324,non functional
18785,non functional
42484,functional
63606,non functional
46761,functional
73073,functional
43132,non functional
55249,non functional
38577,functional
38055,functional
43947,functional
37973,functional
17537,non functional
71452,non functional
66932,non functional
50475,functional
28710,functional
71711,functional
14236,functional
36455,non functional
28672,functional
51962,functional
10919,non functional
10443,functional
21480,functional
46576,functional
61381,functional needs repair
1282,functional
24501,functional
46678,non functional
31394,functional
49896,functional
33638,non functional
17240,non functional
23949,functional
33271,non functional
14471,non functional
49813,functional
34848,non functional
42033,non functional
10916,non functional
24244,non functional
33230,functional
48537,non functional
16968,functional
27538,functional
12220,functional needs repair
39323,functional
61478,functional needs repair
72536,functional needs repair
58926,functional
12219,functional
60415,functional
19484,functional
15659,functional
57635,functional
39275,functional
56647,functional
49898,non functional
51825,functional
51834,functional
66577,functional
67070,functional
66346,functional
28155,non functional
56803,non functional
4354,non functional
20993,non functional
38154,functional needs repair
52445,non functional
45485,functional
45145,functional
49906,functional
4117,non functional
71081,non functional
58113,functional
47632,functional
49658,non functional
996,functional
57211,functional needs repair
50476,functional
43126,functional
41588,functional
38193,functional
49668,functional
4243,functional
67885,non functional
28186,functional
26395,non functional
18622,non functional
49883,non functional
34080,functional
26028,non functional
22562,non functional
36725,functional
52692,non functional
1716,non functional
14228,functional
49367,functional
73408,functional
65960,functional
31937,functional
46259,non functional
53780,functional
36360,functional
11597,non functional
44832,non functional
47384,functional
7429,functional
26271,functional needs repair
31090,functional
63212,functional
59985,non functional
73796,functional
63374,functional
56605,non functional
27948,functional
52407,non functional
53747,non functional
60513,functional needs repair
63629,non functional
9265,functional
59366,functional
34319,functional needs repair
55038,non functional
38902,functional
39852,functional
70378,functional
31767,functional
40042,functional
16506,functional
56597,functional
73530,non functional
37258,non functional
8627,non functional
59770,functional
20028,functional
72550,functional needs repair
61858,functional needs repair
69958,functional
66775,non functional
8634,functional
25152,functional
34333,functional
10197,functional
63830,functional
8254,functional
50864,non functional
43315,non functional
5172,functional
53641,functional
20371,functional
16838,non functional
71596,non functional
20085,non functional
27370,functional
63683,non functional
27972,functional
36443,non functional
44826,non functional
61063,non functional
72166,non functional
59891,non functional
38699,non functional
27397,functional
35984,functional
54488,functional
8042,non functional
25991,functional
58183,functional
69364,functional needs repair
24232,functional
2468,non functional
56628,non functional
38713,functional
34111,functional
29079,non functional
59279,functional
27805,non functional
16156,functional
9939,non functional
15397,non functional
35930,functional
39318,functional needs repair
34159,functional
31218,non functional
29124,functional
49967,functional
30202,functional
35150,functional
13979,functional
19624,functional
35274,functional
39329,functional
9078,non functional
64990,non functional
19283,functional
7124,functional
44577,non functional
73075,functional
2275,functional
13481,functional
48809,functional
35012,functional
43543,non functional
28247,non functional
7642,functional
11145,non functional
33772,non functional
51639,functional
46564,functional
30453,non functional
28346,non functional
6188,functional
2918,non functional
28835,functional
14997,functional
61256,functional
70770,non functional
310,non functional
20355,functional
34266,functional
9177,functional
2026,functional
60732,non functional
12717,functional
51936,functional
10210,non functional
52332,non functional
70003,non functional
47059,non functional
9294,functional
22032,functional
68783,non functional
69366,functional needs repair
70846,functional
64132,functional needs repair
15730,functional
72045,non functional
17637,functional
27116,functional
35044,functional
51668,non functional
42391,non functional
813,functional
41109,non functional
41874,non functional
8710,non functional
36607,non functional
53207,functional
11023,non functional
39740,functional
57233,non functional
9919,non functional
33830,non functional
16941,functional
50391,functional
13050,non functional
17696,non functional
27895,functional
60202,functional
66717,functional needs repair
71039,non functional
64868,non functional
67153,functional
21124,non functional
10278,functional
1842,non functional
56091,functional
7472,functional needs repair
50272,functional
71349,functional needs repair
43389,non functional
46444,non functional
57329,non functional
3246,non functional
38001,functional needs repair
22380,functional
52512,non functional
62392,non functional
41202,functional
50576,functional
20375,functional
53047,non functional
6498,functional
33139,non functional
64203,non functional
13231,functional
13944,functional
73723,non functional
56115,functional
15297,non functional
16402,functional
28554,non functional
70623,functional
37013,non functional
28095,functional
178,functional
25680,functional
11715,non functional
126,functional
61124,functional
13894,non functional
67892,functional
62553,non functional
17869,functional
13961,non functional
32040,non functional
14342,non functional
55218,non functional
33262,non functional
40563,non functional
61309,non functional
55297,functional
49517,non functional
3301,non functional
50025,functional
11148,functional
8512,non functional
65841,functional
54980,non functional
42565,functional
6229,non functional
17415,functional
23015,functional needs repair
27753,functional
26637,functional
22898,non functional
73132,functional
32151,non functional
61385,non functional
22937,functional
19096,functional
71880,functional
72827,functional
38180,functional
53176,functional
21461,functional
15858,functional
12679,non functional
58313,functional
35702,functional
28434,non functional
3929,functional
9593,functional
40695,functional
51082,non functional
30364,functional
25785,functional needs repair
64455,functional
45701,non functional
9812,non functional
7629,non functional
7673,functional
12175,functional
74110,non functional
42426,functional
34482,non functional
32995,non functional
65491,functional
21940,functional
43465,functional needs repair
14131,functional
30217,non functional
67482,functional
52896,non functional
30635,non functional
44609,functional
35218,functional
9134,functional needs repair
66974,functional
61631,functional
5662,non functional
12809,non functional
18997,non functional
30190,non functional
196,non functional
58279,functional
62703,functional
66133,non functional
29790,functional
39025,non functional
70914,functional
55513,functional
29858,non functional
45766,functional
57289,non functional
72237,functional
64265,functional
53869,functional
38736,functional
7512,functional
39205,functional
736,non functional
69906,functional
70704,non functional
23230,functional
60376,functional
52703,non functional
61408,non functional
57531,non functional
49314,functional
4234,functional
65328,functional
64711,non functional
24779,non functional
36563,non functional
15845,functional
19544,non functional
40454,functional
8997,non functional
73575,non functional
25466,non functional
13302,functional
50585,functional
48950,functional
39869,functional
64959,functional
55291,non functional
51072,non functional
26625,functional
63123,functional
59870,non functional
39574,non functional
3849,functional
56657,non functional
72124,non functional
19703,non functional
49238,functional
3630,functional
7592,functional needs repair
1315,non functional
74084,functional
7192,functional needs repair
8033,functional
36728,functional
65725,non functional
415,functional
51421,non functional
4017,functional
6736,functional
33850,non functional
40605,functional
50859,functional
4784,non functional
32577,functional
9753,functional
28822,non functional
3802,functional
24599,functional
20774,non functional
47870,functional
30187,non functional
46768,non functional
3195,functional
22861,non functional
19051,functional
35514,functional
6580,functional
46250,functional needs repair
24216,non functional
55844,functional
59240,functional
18809,non functional
56116,functional needs repair
49804,functional
69466,non functional
2494,functional needs repair
27658,functional
26523,non functional
74081,functional
22707,non functional
9074,functional
20915,functional
30137,functional
31317,functional
47018,functional
53045,functional
17287,functional
71887,functional
8190,functional
20504,non functional
54655,functional
10298,functional
73377,functional
20261,functional needs repair
37633,non functional
10419,functional
45758,functional
352,functional
26699,functional
68218,functional
70200,functional
34603,functional
1526,functional
8649,non functional
65476,functional needs repair
44360,functional
39779,non functional
59218,functional
35787,non functional
4858,functional
3515,functional
63483,functional
44451,functional
33478,functional
59329,functional
50024,non functional
64685,functional
13833,functional
3123,non functional
55,functional
59335,functional
11612,functional
50805,functional
31829,functional
56759,functional needs repair
58330,non functional
51697,non functional
45012,functional
9348,functional
46835,functional
24458,non functional
60760,functional
17860,functional
29500,functional
44219,functional
48102,functional needs repair
61405,functional
60752,non functional
42735,non functional
20832,functional
66,non functional
3578,non functional
72998,non functional
2281,functional needs repair
5587,functional needs repair
15998,functional
67239,functional
46223,non functional
60367,non functional
36415,non functional
66883,non functional
54527,non functional
48774,functional
70678,functional
13753,functional
66752,functional
45023,functional
13992,functional
35847,functional
41017,functional needs repair
6417,functional needs repair
68522,functional
66415,functional
14437,functional needs repair
42492,functional
4540,functional needs repair
62091,functional
32055,functional
57218,non functional
36008,non functional
33069,non functional
9717,functional
19118,functional
18525,functional
20103,functional
60146,functional
3746,non functional
44123,functional
6750,non functional
10113,functional
13952,functional
66596,functional
55906,functional
43578,non functional
41877,functional
37980,functional
69797,functional
32585,non functional
18404,functional
2667,functional
61630,functional
30993,functional
53010,functional
23361,functional
42697,functional needs repair
49416,functional
59061,non functional
43411,functional
69571,non functional
69826,functional
51278,non functional
51980,functional
28435,functional
21119,functional
24424,functional
32579,non functional
73578,non functional
56201,functional
34742,non functional
44584,functional
63752,non functional
60772,non functional
69268,functional
60123,non functional
30433,non functional
51859,non functional
42522,non functional
24638,functional needs repair
65871,non functional
14068,non functional
47038,non functional
1752,functional
66828,functional
38219,functional
19836,non functional
40124,functional
59796,functional
11570,non functional
1218,non functional
16923,functional
50860,functional
66749,functional needs repair
60649,non functional
56119,non functional
55026,non functional
27508,functional
1596,functional
64832,functional
12547,functional
6215,non functional
46771,functional
57879,functional
41205,non functional
53845,functional
51605,non functional
36279,functional needs repair
51339,non functional
63801,non functional
47119,functional
33094,non functional
19529,functional
31975,functional
59445,functional
17053,functional
51111,functional
51915,functional needs repair
7045,functional needs repair
51193,non functional
73896,functional
32807,functional needs repair
45601,functional
69396,functional
57404,non functional
32020,functional
7786,functional
36557,functional needs repair
30528,non functional
41172,functional
44080,non functional
19360,functional
4257,functional
73147,functional
35056,functional
49385,non functional
52039,functional
63736,non functional
36501,non functional
19767,functional
54160,functional
24096,functional
26238,functional
15745,functional
45448,functional
22052,functional
4544,non functional
41025,non functional
21354,non functional
25236,functional needs repair
24006,functional
45999,functional
2020,functional
19643,non functional
68350,functional
26241,functional needs repair
20700,non functional
10486,functional needs repair
52822,functional needs repair
55406,functional
27419,functional
47497,functional
48170,functional
1741,functional
13598,non functional
25866,functional
36771,functional
13825,non functional
57962,functional
35450,functional
18080,functional
56939,non functional
6563,non functional
65351,functional needs repair
20853,functional
14093,functional
41806,functional
45043,functional needs repair
50099,non functional
5056,functional
10482,functional
56488,functional
5413,functional
30576,functional
25130,non functional
57345,functional
65459,non functional
19477,functional
28516,non functional
50407,non functional
20872,functional
67598,non functional
46093,non functional
72835,non functional
58839,functional
16977,functional
24743,functional
59707,functional
18248,functional
65526,functional needs repair
51565,functional
64104,functional
65599,functional
71975,non functional
23550,functional
57987,functional
47019,functional
30905,non functional
35416,functional
30758,functional
17814,functional
19011,non functional
2429,functional
67562,functional
16213,functional
10670,functional
49484,functional
64177,non functional
40846,functional
49419,non functional
59996,non functional
15046,functional
39710,functional
3245,functional
67289,functional
40894,functional
36814,functional
12555,functional
61819,functional
30700,non functional
8018,functional
31340,functional needs repair
4490,functional
47221,functional
41802,functional
46465,non functional
57874,functional
64698,non functional
10690,functional
17591,functional
44186,non functional
73296,non functional
43166,non functional
54235,non functional
4232,functional
12348,functional
8293,functional needs repair
18156,functional
71565,functional
56959,non functional
26472,functional
38230,functional
13074,non functional
30924,functional
68609,functional
39429,functional
33171,functional
53644,non functional
48707,non functional
26752,non functional
38485,non functional
22726,functional
16265,functional
37126,functional needs repair
24199,non functional
937,non functional
74246,non functional
64746,functional
68400,functional
61671,functional
1836,non functional
70293,non functional
58542,functional
59801,functional
35453,functional needs repair
45346,non functional
20737,non functional
70482,non functional
19509,functional
42001,functional
55268,functional
71736,non functional
19889,functional
63135,functional
46837,functional
52423,non functional
1248,functional needs repair
68949,functional
6676,functional
37875,functional
68495,functional
21687,non functional
38585,functional
59640,functional
42875,functional
14108,non functional
37562,functional
44604,functional
53754,functional
9819,functional
23200,functional
31510,non functional
69190,non functional
14134,functional
30452,functional
25193,functional
10291,non functional
70926,functional needs repair
70954,functional
23943,non functional
59526,functional needs repair
34119,functional
6972,non functional
29503,functional needs repair
67838,functional needs repair
5639,functional needs repair
35861,non functional
71264,functional
30259,functional
17933,functional
44068,functional
4477,functional
44372,functional
66258,functional
30006,functional needs repair
14507,functional
14105,functional
35487,functional
73514,functional
11641,non functional
3304,non functional
39010,non functional
65252,non functional
63816,non functional
58466,non functional
12783,non functional
28732,functional
10730,functional
12629,functional
17558,non functional
19452,non functional
25051,non functional
38900,functional
71263,functional
26646,functional
44598,functional
7619,functional
62511,functional
61041,functional
39095,non functional
36204,non functional
1734,non functional
51055,functional
21149,functional needs repair
45627,non functional
41505,functional
37890,functional
1810,functional
72044,non functional
18676,functional
73251,functional needs repair
40032,functional
58389,non functional
21902,non functional
14390,non functional
72298,non functional
29598,functional
40791,functional
43156,functional
28512,functional
2068,non functional
26372,functional needs repair
25381,non functional
73355,functional
1186,functional
19751,non functional
39694,functional
19603,functional
47047,non functional
43139,non functional
50249,non functional
66158,non functional
45248,functional
21344,non functional
45173,functional
59741,functional
11567,non functional
4847,functional
52065,non functional
28640,functional
9957,functional
73642,functional
3270,functional
33960,functional
68392,functional
46262,functional needs repair
5805,non functional
37065,functional
50136,functional needs repair
56307,functional
35092,functional
21197,non functional
32768,functional needs repair
22950,non functional
19799,non functional
48221,functional
15934,functional
26293,non functional
11521,non functional
47201,non functional
22152,functional
23058,functional needs repair
12650,non functional
10655,functional
26227,non functional
29992,non functional
33109,functional
51370,non functional
61248,functional
58348,non functional
26096,non functional
70496,non functional
57257,functional
3966,non functional
38010,functional
63056,non functional
10584,non functional
33880,functional
60848,functional
19082,functional
28787,functional
16373,functional
53936,non functional
43990,functional
51948,functional
63903,functional
14668,functional needs repair
40466,non functional
55656,non functional
35589,functional
54858,functional
69112,non functional
20776,functional needs repair
26486,non functional
2233,functional needs repair
54961,functional needs repair
6401,functional
60314,functional
53242,functional
27725,functional
51265,functional
35874,non functional
42924,functional
7677,non functional
60477,functional
21915,non functional
72825,functional
38539,functional
1196,functional
43264,non functional
8487,functional
6587,non functional
52311,non functional
38237,functional
31918,functional
30697,functional
59785,non functional
66576,functional
4582,functional
25005,functional
52024,non functional
1174,functional
8225,functional
9561,functional
56134,functional
12539,functional
32369,functional
31634,non functional
10990,functional
2727,non functional
47876,functional
62602,functional
57461,functional
59548,non functional
42369,non functional
12413,functional
6064,functional
64555,functional
24855,non functional
59163,non functional
71140,non functional
68192,non functional
35491,functional
44108,functional
2058,functional
71427,functional
63694,non functional
13792,functional
37401,functional
4165,functional
18064,non functional
66450,functional
50183,functional
897,functional
27675,non functional
59175,functional
49094,functional needs repair
10621,functional
45112,functional
69292,non functional
61521,functional
64419,functional
41311,non functional
38825,functional
17967,non functional
72075,non functional
49790,functional
62814,functional
45985,non functional
25334,functional needs repair
26248,functional
69728,functional
9224,functional needs repair
7194,functional
22037,functional
66972,functional
38760,non functional
40541,non functional
73948,non functional
47136,functional
27093,non functional
66615,non functional
35925,functional
35529,non functional
60557,functional
55380,functional
32208,non functional
64608,functional
7757,non functional
19132,non functional
21959,functional
52136,non functional
35404,non functional
55390,functional
56476,non functional
56973,functional needs repair
58763,functional
70519,functional
47905,non functional
55230,functional
49663,non functional
48189,non functional
15029,functional needs repair
24621,functional
28770,functional
1173,non functional
10364,functional
14225,functional
22982,non functional
25585,functional needs repair
56161,functional
50615,non functional
41056,functional
57070,non functional
61143,non functional
52038,functional
46398,non functional
36724,functional
48237,functional
22291,non functional
39733,functional
63352,functional
27040,non functional
65021,functional
29803,non functional
63363,functional
48460,non functional
63613,functional
33732,non functional
58995,non functional
51505,functional
39957,functional
19438,functional
55575,functional
29689,non functional
54869,non functional
67671,functional
3299,functional
41960,functional
33575,functional
71467,functional
3072,functional
70778,functional
2772,non functional
55553,functional
62061,non functional
22860,functional
43779,functional
12502,non functional
57661,functional
1606,functional
27810,non functional
50488,non functional
10789,non functional
2014,non functional
33006,functional
28410,functional
25165,functional needs repair
60620,functional
14249,non functional
51299,functional
24336,non functional
70695,non functional
73295,functional needs repair
4064,non functional
34389,non functional
40809,non functional
59276,functional
17380,non functional
11094,functional
69648,functional
16073,functional
48606,functional
42429,functional
51650,non functional
34002,functional
33817,non functional
72105,functional
12241,functional
55425,non functional
45355,functional
70295,functional
62013,non functional
28242,non functional
42021,functional
63255,non functional
14029,non functional
40668,functional needs repair
72649,functional
45948,functional
3946,functional
8773,non functional
33312,non functional
35631,non functional
4686,functional
36645,functional
30474,functional
8517,non functional
49014,non functional
22901,functional
14305,functional
53194,functional
6797,functional
71232,functional needs repair
70189,functional needs repair
51996,functional needs repair
60895,non functional
23158,functional
49368,non functional
68315,non functional
40447,functional
45958,non functional
56507,functional
22602,non functional
27390,functional
45671,functional needs repair
61979,functional
66713,functional
23647,non functional
21556,functional
70848,functional needs repair
31755,functional
7272,functional needs repair
2992,functional
52084,non functional
50887,functional
41361,non functional
59311,functional
11522,non functional
25830,non functional
74192,non functional
62323,non functional
30080,functional
19789,functional
33091,functional
32821,functional
12578,functional
56074,non functional
40286,non functional
45394,functional
66314,functional
48572,non functional
14645,functional
1610,non functional
72120,functional
53965,functional needs repair
63064,functional
71592,functional
46616,functional
72301,functional
40882,non functional
14906,non functional
63375,functional
29834,functional
62605,non functional
63379,functional
60130,non functional
21266,functional
39940,functional
5256,functional
13170,functional
37495,non functional
35513,non functional
58558,non functional
25209,non functional
8041,non functional
55033,functional
31747,functional
35275,functional
70573,functional
10783,non functional
19770,functional needs repair
59463,functional
42910,non functional
3141,functional needs repair
14953,non functional
58666,non functional
54386,functional
29083,functional
44086,non functional
28032,functional
49964,non functional
4222,functional
24775,functional
38132,functional
58627,functional
16581,non functional
49908,non functional
57006,non functional
73621,non functional
66404,functional
40278,non functional
8425,non functional
64637,functional
35389,functional
34620,non functional
72155,functional
18908,functional needs repair
38829,non functional
10988,functional
533,functional needs repair
57509,functional
18451,non functional
11333,functional
50230,non functional
9293,functional
49712,functional
31638,non functional
9287,functional
35460,non functional
58809,non functional
46206,non functional
40129,functional
21145,functional
62158,functional
43804,non functional
26377,functional
19407,functional
64479,non functional
14307,non functional
61288,functional
47675,functional
18978,non functional
56961,functional
51362,functional
4231,functional
2309,functional
20506,non functional
68853,functional
60545,non functional
44375,functional
73523,functional
5119,non functional
66468,non functional
9272,non functional
3308,non functional
71293,non functional
23055,functional
14174,functional needs repair
68574,functional
12379,functional needs repair
68273,functional
72629,functional
38523,non functional
40366,non functional
7908,functional
63953,non functional
60049,functional
42323,functional
71343,non functional
26568,functional
45229,functional
3459,functional
56404,non functional
5826,non functional
19217,non functional
68011,functional
3311,functional
57666,non functional
15300,non functional
16146,non functional
2548,functional
47084,functional
65670,functional
69219,non functional
37814,functional
9032,functional
55797,functional
9553,functional
52428,functional
54091,non functional
11769,functional
18218,functional
56009,non functional
21172,functional
47752,non functional
36523,non functional
423,non functional
62538,non functional
3472,functional
38897,functional
18429,functional
52762,non functional
32692,non functional
870,non functional
35298,non functional
12674,functional
20952,non functional
36108,non functional
33333,functional
48123,functional needs repair
69883,functional
60280,non functional
35778,non functional
53947,functional
13337,non functional
57394,non functional
34122,non functional
11122,non functional
52314,functional
62275,non functional
34719,functional needs repair
27096,non functional
54141,functional
59541,non functional
20068,functional
31964,functional
55706,functional needs repair
60480,functional
17219,non functional
16884,functional
57221,functional
1817,functional
49027,non functional
13714,functional
45508,functional
41944,functional
30094,functional
3656,non functional
41048,functional
74041,functional
54650,non functional
36629,non functional
47276,functional
4822,non functional
25549,non functional
19652,functional
70984,non functional
13357,functional
17061,functional
32038,functional
55697,non functional
66905,functional
16458,non functional
748,functional
54620,functional
27395,functional
6125,functional
7166,non functional
28347,functional
39147,non functional
6917,functional
40586,functional
8578,non functional
23926,functional
436,functional needs repair
55687,non functional
72413,functional
39421,non functional
44857,non functional
67454,non functional
66011,functional
6347,functional
44366,functional
72106,functional
64933,functional
66160,functional
48968,functional
22235,functional
42299,non functional
35457,functional needs repair
36022,non functional
48351,functional needs repair
15648,non functional
18806,non functional
5489,functional
50122,functional
44199,non functional
36299,functional
45116,non functional
31086,functional
39866,functional
23466,functional needs repair
62877,non functional
73205,functional
21101,functional needs repair
70973,non functional
12464,functional
6497,non functional
15458,functional
9493,non functional
56902,non functional
19507,functional
44612,functional
48837,non functional
27637,functional
31621,functional
23317,functional
35054,non functional
29008,functional
34678,functional
15159,functional
43157,non functional
53064,non functional
32061,non functional
33401,functional
73240,functional
27319,non functional
31430,functional
36783,functional needs repair
54062,functional
58988,non functional
56184,functional
33598,functional
43149,non functional
9203,non functional
30141,non functional
19211,functional
36492,functional needs repair
41664,functional
50324,non functional
50454,functional
62545,non functional
2942,functional
19202,functional
5922,functional
9577,functional
1189,functional
45062,functional
24860,non functional
50204,functional
19215,non functional
41799,functional needs repair
8395,functional
6298,functional
30034,non functional
44834,non functional
11625,non functional
35495,functional
5574,functional needs repair
11387,non functional
7878,non functional
67224,non functional
24044,functional needs repair
10779,functional needs repair
33322,functional
8220,functional
12856,non functional
27544,functional
32698,functional
12969,non functional
42074,functional
48662,non functional
42555,non functional
23024,functional
18484,non functional
21472,non functional
39646,functional
12566,functional
21570,non functional
23341,non functional
43968,functional
40702,functional
70503,non functional
5512,functional
62486,non functional
2990,functional
55863,non functional
16507,functional
59169,functional
28764,functional
43515,non functional
5426,functional
39950,functional
31587,functional
57363,functional
44556,functional
35683,non functional
72542,functional
64948,functional
25487,non functional
47328,functional
2944,functional
70700,non functional
14832,non functional
6053,functional
64036,non functional
19828,functional
63924,functional needs repair
8458,functional needs repair
48589,non functional
25937,functional
1236,functional
49457,functional
10377,non functional
54234,functional
38220,functional
14095,functional
58126,non functional
37173,functional needs repair
4570,functional
47473,functional
71569,functional needs repair
60457,functional
5963,functional
32447,functional
42388,non functional
33397,non functional
51196,non functional
23692,non functional
4472,functional
12724,functional
44510,non functional
53140,non functional
33197,non functional
8484,functional
40745,non functional
44754,functional
69612,functional
50251,functional
47360,functional
4579,non functional
43654,functional
33529,functional needs repair
58367,functional
5004,non functional
58494,functional
62130,functional
19242,functional needs repair
73108,non functional
42194,functional
60321,non functional
36640,non functional
13157,functional
38272,functional
29323,functional
26683,functional
59000,functional
70795,functional
68260,functional
42944,functional
9053,functional
19386,non functional
74240,functional
11136,functional
64001,non functional
30449,non functional
59866,non functional
24698,functional needs repair
2636,non functional
18851,functional
978,functional
57415,functional needs repair
40902,functional
25725,functional
59987,functional
36605,non functional
7008,functional
60887,functional
50780,non functional
41980,functional
57522,non functional
12382,non functional
9475,non functional
17757,functional
17534,non functional
60586,functional
25997,non functional
45896,non functional
41208,functional
20385,functional
1864,functional
54438,functional needs repair
8604,non functional
49492,functional
67588,non functional
8440,functional
14622,functional
33958,functional
655,functional
50400,functional
7187,functional
61396,functional
56494,non functional
23618,functional
23574,functional
31011,non functional
29476,non functional
64275,functional
13403,non functional
31269,non functional
52713,non functional
73086,non functional
17599,functional
40678,non functional
25656,functional
48871,non functional
62920,functional
70520,non functional
72573,non functional
14521,non functional
63943,non functional
53345,non functional
60694,non functional
66526,functional
32664,functional needs repair
68,non functional
22317,functional
31212,non functional
30262,non functional
28808,non functional
43199,non functional
1652,functional needs repair
40584,functional
24850,non functional
45696,functional
45982,functional
24830,non functional
56524,functional
18830,functional
61084,functional
8658,non functional
39579,non functional
55134,non functional
50460,non functional
40495,functional
44679,non functional
42103,functional
5407,functional
49263,functional
55829,functional
23732,functional
22027,functional needs repair
69235,functional
28635,functional
3758,non functional
58099,non functional
15824,non functional
35410,functional
29909,non functional
19091,non functional
36288,non functional
2901,non functional
69605,functional
420,functional
69772,non functional
1894,functional
20405,non functional
51689,non functional
328,functional
69689,functional needs repair
39427,functional
62949,functional
60204,functional
28699,functional
15223,non functional
72389,functional
42935,functional needs repair
13808,functional
68590,non functional
23725,functional
72248,functional
30715,functional
16711,non functional
62148,functional
19785,functional
51923,non functional
5509,non functional
51194,functional
17479,functional
50749,functional
65152,non functional
38945,functional
58457,functional
6763,non functional
30506,non functional
10928,functional
63356,functional
34572,functional
61864,functional
20605,functional
6939,functional
57747,functional
62281,functional needs repair
25283,functional
18335,non functional
71992,functional
32575,non functional
38620,non functional
20988,non functional
20101,functional
25105,functional needs repair
47894,functional
36391,non functional
62853,functional
10270,functional
52144,non functional
19556,functional
6787,functional
60728,functional
37827,non functional
1985,non functional
61679,non functional
34715,non functional
70027,functional
13606,functional
171,functional
13329,non functional
46967,non functional
12194,functional
21180,functional needs repair
28411,functional
52697,functional
69453,functional
61728,functional
27375,functional
49287,non functional
72543,non functional
44034,functional
30342,non functional
69804,functional
53599,non functional
63449,functional
55200,non functional
22045,functional needs repair
70474,functional
36925,functional
71010,functional
51978,functional needs repair
4831,functional
63031,functional
9041,functional
18219,non functional
46776,non functional
61081,functional
4994,non functional
30849,non functional
73551,functional
70039,functional
44180,functional
42814,non functional
6422,functional
11185,functional
49823,non functional
39004,functional
54015,functional
54399,functional
35639,functional
15479,non functional
42993,functional
70554,non functional
8226,functional
55345,functional
1331,non functional
64938,functional
73797,non functional
63902,non functional
20911,non functional
62765,functional
59193,functional
12412,non functional
52824,functional
15409,functional
25118,functional
4090,functional needs repair
26978,non functional
68766,functional
37031,non functional
38137,functional
22137,functional
60889,functional
55907,non functional
62971,non functional
37112,non functional
28599,functional
18301,non functional
5612,non functional
1476,non functional
21996,functional
7933,functional
69472,functional needs repair
18025,non functional
17204,functional needs repair
13213,non functional
20837,non functional
19395,functional needs repair
67427,functional needs repair
21445,non functional
14655,functional
15986,functional needs repair
1022,non functional
30473,functional
46462,functional
34899,functional
19627,functional
34559,functional
69133,functional
20753,functional
64471,functional needs repair
55725,functional
66056,functional
66132,functional needs repair
25131,non functional
26287,non functional
19494,functional
22971,non functional
35896,functional
72661,non functional
55505,functional
43607,functional
49868,non functional
50552,functional needs repair
60721,functional needs repair
44680,functional
28687,functional
12580,non functional
65129,functional
