id,installer,longitude,latitude,num_private,basin,region_code,district_code,population,public_meeting,scheme_management,permit,construction_year,management,payment,quantity,water_quality_by_region,water_quality_by_extraction_type,water_quality_by_waterpoint_type,water_quality_by_source,water_quality_by_gps_height
58558,DWE,38.36109042,-4.8665009,0,Pangani,4,1,1,True,VWC,True,2003,vwc,pay monthly,enough,0,0,0,0,0
25209,KKKT,33.01842094,-8.95709997,0,Lake Rukwa,12,6,0,False,VWC,False,0,vwc,never pay,seasonal,0,0,0,0,0
8041,KKKT,32.86678807,-9.0393797,0,Lake Rukwa,12,6,0,True,VWC,False,0,vwc,pay when scheme fails,insufficient,0,0,0,0,0
55033,DWE,37.66952714,-6.1693718,0,Wami / Ruvu,5,6,1,True,VWC,True,2011,vwc,never pay,enough,0,0,0,0,0
31747,other,34.47344127,-9.60392462,0,Lake Nyasa,11,4,20,True,VWC,False,2008,vwc,pay monthly,enough,0,0,0,0,0
35275,other,38.29890223,-6.12468842,0,Wami / Ruvu,6,1,28,True,WUA,True,2003,wua,pay per bucket,enough,0,0,0,0,0
70573,DWE,29.72981649,-4.80494814,0,Lake Tanganyika,16,3,433,True,WUG,True,2008,vwc,pay monthly,enough,0,0,0,0,0
10783,DWE,38.76317263,-4.99222307,0,Pangani,4,8,421,True,VWC,True,2006,vwc,never pay,enough,0,0,0,0,0
19770,DWE,31.31826805,-2.6450714,0,Lake Tanganyika,18,4,0,True,VWC,True,0,vwc,pay monthly,enough,0,0,0,0,0
59463,KKKT,32.49846304,-9.08239036,0,Lake Rukwa,12,6,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
42910,DWE,37.38750696,-3.32016415,0,Pangani,3,4,1,False,VWC,True,1975,vwc,unknown,insufficient,0,0,0,0,0
3141,DWE,36.69019834,-3.34679841,7,Pangani,2,2,200,True,VWC,True,1999,vwc,pay monthly,enough,0,0,0,0,0
14953,other,34.74941051,-4.973879900000001,0,Internal,13,2,1,True,VWC,missing,1990,vwc,unknown,dry,26,4,4,2,3156
58666,other,36.07058024,-6.22596659,0,Wami / Ruvu,1,4,0,True,VWC,True,0,vwc,unknown,dry,0,0,0,0,0
54386,DWE,36.13455183,-8.92052381,0,Rufiji,5,4,500,True,missing,True,1993,vwc,never pay,enough,4,4,1,1,298
29083,other,33.0795039,-3.00965923,0,Lake Victoria,19,7,0,False,Private operator,True,0,private operator,pay per bucket,enough,14,6,6,4,0
44086,other,39.32556588,-6.85614677,0,Wami / Ruvu,7,3,140,True,SWC,False,2000,other - school,pay per bucket,dry,0,0,0,0,0
28032,other,39.28830882,-6.97618993,0,Wami / Ruvu,60,43,6922,True,Private operator,False,2010,private operator,pay per bucket,enough,0,0,0,0,0
49964,DWE,37.26973326,-3.19392573,0,Pangani,3,4,1,False,Water Board,True,2007,water board,pay per bucket,enough,0,0,0,0,0
4222,other,34.41496142,-1.57621015,0,Lake Victoria,20,2,600,missing,Other,missing,1997,other,other,seasonal,0,0,0,0,0
24775,other,32.59371957,-4.89314261,0,Lake Tanganyika,14,3,0,True,VWC,True,0,vwc,pay annually,insufficient,0,0,0,0,0
38132,other,37.63711685,-6.11886573,0,Wami / Ruvu,5,6,800,True,VWC,True,2008,vwc,never pay,enough,0,0,0,0,0
58627,other,32.75418941,-5.16884691,0,Lake Tanganyika,14,6,0,True,VWC,True,0,vwc,never pay,seasonal,15,6,1,2,0
16581,RWE,37.52681042,-6.9348425,0,Wami / Ruvu,5,6,1,True,VWC,True,1980,vwc,never pay,enough,0,0,0,0,0
49908,other,38.90415037,-10.27271824,0,Ruvuma / Southern Coast,80,53,320,missing,missing,True,2009,unknown,unknown,unknown,38,6,2,2,726
57006,other,34.80556198,-5.62303827,0,Internal,13,3,150,True,VWC,False,1974,vwc,never pay,enough,0,0,0,0,0
73621,DWE,38.80536589,-7.19581481,0,Wami / Ruvu,60,33,1,True,VWC,False,1995,vwc,pay per bucket,insufficient,10,12,1,2,325
66404,other,34.02898256,-1.90111882,0,Lake Victoria,20,4,450,True,Parastatal,False,2010,parastatal,unknown,insufficient,0,0,0,0,0
40278,DWE,33.047799499999996,-2.5110116000000002,0,Lake Victoria,19,2,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
8425,Government,32.49388127,-7.88205599,0,Lake Rukwa,12,1,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
64637,other,37.1055394,-3.15138096,0,Pangani,3,7,1,True,Water Board,True,2009,water board,pay monthly,enough,0,0,0,0,0
35389,other,36.91679868,-3.54457265,0,Pangani,2,7,500,True,WUA,False,2009,wua,unknown,insufficient,0,0,0,0,0
34620,DWE,31.85313896,-8.66773145,0,Lake Rukwa,15,2,400,True,VWC,False,1986,vwc,never pay,enough,0,0,0,0,0
72155,DWE,36.04177984,-8.97018278,0,Rufiji,5,4,1,True,missing,True,1977,vwc,never pay,dry,0,0,0,0,0
18908,DWE,35.53838866,-10.80389116,0,Ruvuma / Southern Coast,10,2,0,True,VWC,True,1978,vwc,pay when scheme fails,enough,0,0,0,0,0
38829,DWE,30.97504309,-1.74685008,0,Lake Victoria,18,1,0,True,VWC,True,0,vwc,never pay,dry,0,0,0,0,0
10988,Community,34.22099625,-3.6876412000000003,0,Internal,17,6,0,True,WUA,True,0,wua,pay annually,enough,0,0,0,0,0
533,DWE,31.56099649,-3.41376647,0,Lake Tanganyika,17,5,0,missing,WUG,True,0,wug,unknown,enough,1,1,1,1,0
57509,other,34.85114151,-5.86992043,0,Internal,13,3,1350,True,VWC,True,2008,vwc,pay per bucket,enough,0,0,0,0,0
18451,other,37.5816604,-3.2649629,0,Pangani,3,4,1,True,WUA,True,1960,wua,never pay,insufficient,0,0,0,0,0
11333,other,35.82707985,-3.26722749,0,Internal,24,30,200,True,VWC,True,2009,vwc,pay per bucket,seasonal,0,0,0,0,0
50230,AMREF,39.10297865,-7.28028499,0,Rufiji,60,43,100,True,VWC,False,2009,vwc,never pay,dry,0,0,0,0,0
9293,other,37.90017198,-4.42539951,0,Pangani,3,3,120,True,Water authority,True,2010,vwc,pay monthly,insufficient,0,0,0,0,0
49712,other,35.26562051,-3.26142758,0,Internal,2,5,250,True,Parastatal,True,1999,parastatal,never pay,enough,0,0,0,0,0
31638,Central government,33.81383043,-9.47697864,0,Lake Nyasa,12,3,0,True,VWC,True,0,vwc,never pay,dry,0,0,0,0,0
9287,Government,39.36321655,-10.30137985,0,Ruvuma / Southern Coast,80,23,126,False,VWC,False,1981,vwc,pay per bucket,enough,0,0,0,0,0
35460,other,32.77253725,-5.62037079,0,Lake Tanganyika,14,5,0,True,VWC,True,0,vwc,never pay,dry,0,0,0,0,0
58809,other,39.1296995,-6.89361008,0,Wami / Ruvu,7,2,200,missing,WUG,False,2000,wug,pay per bucket,insufficient,100,15,0,10,400
46206,DWE,32.93126638,-1.9709405,0,Lake Victoria,19,1,500,True,missing,True,1995,vwc,never pay,insufficient,0,0,0,0,0
40129,DWE,30.42176517,-4.27639761,0,Lake Tanganyika,16,2,1570,True,Water authority,False,2009,vwc,pay when scheme fails,enough,0,0,0,0,0
21145,CES,37.20253466,-3.24700718,0,Pangani,3,5,100,True,Water Board,True,1999,water board,pay per bucket,enough,0,0,0,0,0
62158,other,39.11818306,-6.90569599,0,Wami / Ruvu,7,2,50,missing,Private operator,False,2010,private operator,pay per bucket,enough,100,15,0,10,235
43804,DWE,37.51048308,-3.26990105,0,Pangani,3,4,1,False,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
26377,other,38.84428613,-6.54579405,0,Wami / Ruvu,6,1,60,False,Company,True,1988,private operator,unknown,enough,0,0,0,0,0
19407,other,37.037909,-7.69329773,0,Rufiji,5,1,150,True,VWC,True,2007,vwc,pay monthly,enough,0,0,0,0,0
64479,DWE,33.39420296,-2.15606116,0,Lake Victoria,20,4,250,True,WUG,False,1996,wug,pay per bucket,insufficient,0,0,0,0,0
14307,HESAWA,32.84053712,-2.94068113,0,Lake Victoria,19,7,0,missing,VWC,True,0,vwc,never pay,unknown,14,4,4,2,0
61288,DWE,38.57995673,-6.8219959,0,Wami / Ruvu,6,2,397,True,VWC,True,1987,vwc,pay per bucket,enough,0,0,0,0,0
47675,Commu,34.25225009,-9.26980311,0,Lake Nyasa,11,3,0,True,VWC,False,2010,vwc,never pay,enough,0,0,0,0,0
18978,other,37.11455597,-5.26457462,0,Pangani,21,5,1,True,VWC,True,2005,vwc,never pay,enough,18,2,2,2,1190
56961,TCRS,30.68662213,-3.61038678,0,Lake Tanganyika,16,1,300,True,VWC,False,2008,vwc,unknown,seasonal,24,3,3,3,4350
51362,other,38.33828289,-4.753449,6,Pangani,4,1,1,True,VWC,True,2000,vwc,never pay,enough,0,0,0,0,0
4231,other,34.96447238,-4.63290749,0,Internal,13,2,1,True,VWC,missing,2010,vwc,pay per bucket,insufficient,0,0,0,0,0
2309,other,34.60764308,-1.73052915,0,Lake Victoria,20,2,400,missing,Other,True,2003,other,pay per bucket,seasonal,0,0,0,0,0
20506,DWE,39.27383568,-8.60054487,0,Ruvuma / Southern Coast,80,13,367,True,missing,True,1985,vwc,never pay,enough,0,0,0,0,0
68853,WEDECO,34.16033416,-3.21918751,0,Internal,17,6,0,True,WUG,True,0,wug,never pay,enough,0,0,0,0,0
60545,other,33.61970034,-9.23253302,0,Lake Nyasa,12,4,0,True,VWC,missing,0,vwc,never pay,insufficient,0,0,0,0,0
44375,other,39.97223333,-10.40983578,0,Ruvuma / Southern Coast,99,1,160,True,missing,True,2006,vwc,pay per bucket,enough,0,0,0,0,0
73523,DWE,34.62826084,-8.88056075,0,Rufiji,11,4,150,True,WUA,True,1978,wua,pay monthly,enough,0,0,0,0,0
5119,Hesawa,33.49245521,-3.00013965,0,Lake Victoria,19,4,0,missing,VWC,True,0,vwc,never pay,enough,14,8,2,4,0
66468,DWE,39.30759761,-8.6310413,0,Ruvuma / Southern Coast,80,13,450,True,missing,True,1976,vwc,never pay,enough,0,0,0,0,0
9272,District Council,37.44836244,-10.87304956,0,Ruvuma / Southern Coast,10,1,1,missing,missing,False,2012,unknown,unknown,unknown,18,4,4,4,932
3308,other,34.58978414,-4.48249587,0,Internal,13,1,332,True,WUA,True,2006,wua,pay per bucket,enough,0,0,0,0,0
71293,other,39.50036617,-10.932977699999999,0,Ruvuma / Southern Coast,9,4,300,True,Water Board,True,1982,vwc,never pay,dry,0,0,0,0,0
23055,other,39.18112175,-6.96809129,0,Wami / Ruvu,7,2,500,True,WUA,False,2000,wug,pay per bucket,enough,0,0,0,0,0
14174,other,34.9423889,-4.72199061,0,Internal,13,2,150,True,VWC,missing,1980,vwc,pay per bucket,insufficient,0,0,0,0,0
68574,other,34.87347323,-8.13844556,0,Rufiji,12,7,0,True,WUA,True,0,wua,pay annually,seasonal,0,0,0,0,0
12379,DWE,33.8484252,-3.27316791,0,Internal,17,2,0,True,WUG,False,0,wug,never pay,enough,0,0,0,0,0
68273,other,30.82232127,-3.05320734,0,Lake Tanganyika,16,1,40,True,VWC,False,2010,vwc,unknown,enough,0,0,0,0,0
72629,Government,29.79271148,-4.61884255,0,Lake Tanganyika,16,2,4500,True,Water authority,True,2010,vwc,pay per bucket,enough,0,0,0,0,0
38523,other,39.71864778,-8.049107000000001,0,Rufiji,60,63,2880,True,VWC,False,0,vwc,never pay,seasonal,0,0,0,0,0
40366,other,35.50416675,-2.5850473999999997,0,Internal,2,5,130,True,VWC,True,2005,vwc,never pay,insufficient,5,0,3,0,1535
7908,other,34.98233877,-8.83270871,0,Rufiji,11,4,40,True,VWC,False,2010,vwc,never pay,enough,0,0,0,0,0
63953,DWE,30.27494411,-4.4789324,0,Lake Tanganyika,16,2,500,True,Water authority,True,1974,water board,pay annually,insufficient,0,0,0,0,0
60049,DWE,30.04135079,-4.716657499999998,0,Lake Tanganyika,16,2,650,True,Water authority,True,2004,water board,pay monthly,enough,0,0,0,0,0
42323,other,36.14256598,-8.41667357,0,Rufiji,5,3,700,True,VWC,True,2010,vwc,never pay,insufficient,0,0,0,0,0
71343,DANID,36.04415159,-7.59908869,0,Rufiji,11,7,70,True,VWC,True,1996,vwc,never pay,enough,0,0,0,0,0
26568,other,36.94290063,-3.36615942,0,Pangani,2,7,160,True,Water Board,True,2009,water board,pay per bucket,insufficient,0,0,0,0,0
45229,other,32.72169712,-3.63109905,0,Lake Victoria,17,3,0,True,VWC,True,0,vwc,pay per bucket,enough,0,0,0,0,0
3459,other,0.0,-2e-08,0,Lake Victoria,19,6,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
56404,other,36.97718765,-7.40967919,0,Rufiji,5,1,150,True,missing,True,1998,unknown,never pay,enough,0,0,0,0,0
5826,other,35.28249652,-3.33561447,0,Internal,2,5,560,True,VWC,True,2003,vwc,never pay,insufficient,0,0,0,0,0
19217,other,32.79336149,-5.0878035000000015,0,Lake Tanganyika,14,6,0,True,VWC,True,0,vwc,never pay,seasonal,0,0,0,0,0
68011,DANIDA,36.81864739,-10.59746144,0,Ruvuma / Southern Coast,10,1,1,True,VWC,False,1992,vwc,pay annually,insufficient,0,0,0,0,0
3311,other,34.24350697,-3.15350424,0,Internal,17,6,0,True,WUG,True,0,wug,never pay,enough,0,0,0,0,0
57666,other,34.17406359,-1.95512669,0,Lake Victoria,20,4,497,False,Parastatal,False,2012,parastatal,unknown,seasonal,0,0,0,0,0
15300,other,30.59353831,-3.67113753,0,Lake Tanganyika,16,1,450,True,VWC,False,1993,vwc,pay annually,insufficient,0,0,0,0,0
16146,DWE,32.5722395,-3.87170739,0,Lake Victoria,17,3,0,True,missing,True,0,wug,unknown,insufficient,3,6,6,3,0
2548,DWE,34.73972738,-9.71102678,0,Lake Nyasa,11,5,106,True,VWC,False,2000,vwc,pay annually,enough,0,0,0,0,0
47084,Central government,33.905072100000005,-9.4830227,0,Lake Nyasa,12,3,0,True,VWC,True,0,vwc,pay monthly,enough,0,0,0,0,0
65670,other,36.89984973,-3.36397332,0,Pangani,2,7,500,True,VWC,False,2003,wua,unknown,insufficient,0,0,0,0,0
69219,other,37.08798931,-6.82464708,0,Wami / Ruvu,5,1,100,True,VWC,True,2004,vwc,pay monthly,enough,0,0,0,0,0
37814,DWE,30.01197937,-4.81634548,0,Lake Tanganyika,16,2,650,True,Water authority,True,1999,water board,pay annually,enough,0,0,0,0,0
9032,other,36.71672052,-3.35027031,0,Pangani,2,2,200,True,VWC,True,1999,vwc,never pay,enough,0,0,0,0,0
55797,DWE,39.05749288,-5.29293423,0,Pangani,4,3,150,True,VWC,False,2009,vwc,never pay,insufficient,0,0,0,0,0
9553,other,35.16091505,-9.25131814,0,Rufiji,11,4,350,True,WUA,True,2010,wua,pay when scheme fails,enough,0,0,0,0,0
52428,DWE,31.91917418,-3.55544365,0,Lake Tanganyika,17,5,0,missing,WUG,True,0,wug,unknown,enough,0,0,0,0,0
54091,DWE,39.02288291,-8.56804648,0,Ruvuma / Southern Coast,80,13,196,True,missing,True,1985,vwc,never pay,enough,19,2,2,1,160
11769,other,32.78643889,-5.09367225,0,Lake Tanganyika,14,6,0,True,VWC,True,0,vwc,never pay,enough,45,18,3,3,0
18218,other,36.96883558,-3.3935730000000004,0,Pangani,2,7,85,True,Water Board,True,2012,water board,pay per bucket,insufficient,0,0,0,0,0
56009,TCRS,30.85244857,-3.27209469,0,Lake Tanganyika,16,1,350,True,VWC,False,2006,vwc,unknown,enough,0,0,0,0,0
21172,other,36.94767218,-3.1636666,0,Internal,3,7,1,True,Water Board,True,2013,water board,pay monthly,enough,0,0,0,0,0
47752,Government,36.78601163,-6.04676261,0,Wami / Ruvu,1,3,0,True,VWC,False,0,vwc,pay per bucket,dry,12,5,3,2,0
36523,TASAF,37.65053886,-10.87115115,0,Ruvuma / Southern Coast,10,1,1,True,VWC,False,2004,vwc,never pay,enough,0,0,0,0,0
423,DWE,38.74249524,-5.1050287,0,Pangani,4,3,200,True,VWC,False,1983,vwc,never pay,unknown,22,12,2,2,1484
62538,DWE,32.0787117,-3.57113775,0,Lake Tanganyika,17,5,0,True,Parastatal,True,0,parastatal,unknown,dry,0,0,0,0,0
3472,other,32.12220039,-2.45629626,0,Lake Victoria,19,5,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
38897,DWE,36.52602391,-3.35730992,0,Internal,2,2,200,True,missing,True,2012,vwc,unknown,insufficient,0,0,0,0,0
18429,DWE,36.83051243,-9.04812766,0,Rufiji,5,4,400,True,missing,True,1991,vwc,never pay,insufficient,0,0,0,0,0
52762,other,35.86216981,-5.97312346,0,Wami / Ruvu,1,5,0,True,VWC,False,0,vwc,never pay,dry,0,0,0,0,0
32692,other,29.82237609,-4.46272753,0,Lake Tanganyika,16,2,850,True,Water authority,False,1975,vwc,never pay,enough,0,0,0,0,0
870,DWE,31.14266581,-3.10519572,0,Lake Tanganyika,18,4,0,True,VWC,True,0,vwc,never pay,seasonal,0,0,0,0,0
35298,other,33.00630947,-4.1142614,0,Internal,14,1,0,True,VWC,False,0,vwc,pay when scheme fails,insufficient,0,0,0,0,0
12674,Commu,33.987911,-9.25728801,0,Lake Nyasa,11,3,0,True,WUA,False,1989,wua,pay monthly,enough,0,0,0,0,0
20952,other,39.78069135,-10.47511298,0,Ruvuma / Southern Coast,99,1,400,True,VWC,True,2012,vwc,unknown,enough,0,0,0,0,0
36108,other,30.67060391,-3.63316528,0,Lake Tanganyika,16,1,180,True,VWC,False,2006,vwc,unknown,insufficient,0,0,0,0,0
33333,TASAF,37.76239409,-9.72796557,0,Ruvuma / Southern Coast,80,43,350,True,VWC,True,2008,vwc,pay per bucket,enough,0,0,0,0,0
48123,DWE,31.77270691,-7.80441189,0,Lake Rukwa,15,2,400,True,VWC,True,1972,vwc,never pay,enough,0,0,0,0,0
69883,CES,37.22321463,-3.27186256,0,Pangani,3,5,60,True,Water Board,True,2008,water board,pay per bucket,enough,0,0,0,0,0
60280,RWE,33.03182331,-2.0190326,0,Lake Victoria,19,1,610,False,Other,True,1982,other,never pay,seasonal,0,0,0,0,0
35778,other,38.97441554,-5.42082294,0,Pangani,4,5,1000,False,Private operator,False,2005,private operator,never pay,insufficient,0,0,0,0,0
53947,other,35.15489151,-4.22365308,0,Internal,21,3,361,True,VWC,True,1972,vwc,never pay,enough,0,0,0,0,0
13337,DWE,37.36217915,-3.31926585,0,Pangani,3,4,1,False,VWC,False,1963,vwc,unknown,insufficient,0,0,0,0,0
57394,Government,33.5674232,-7.92361301,0,Lake Rukwa,12,1,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
34122,other,33.63661372,-8.85846972,0,Rufiji,12,2,0,True,VWC,True,0,wug,pay annually,insufficient,0,0,0,0,0
11122,other,33.16297792,-3.90545928,0,Internal,17,3,0,True,WUG,True,0,wug,never pay,insufficient,0,0,0,0,0
52314,WEDECO,34.381237799999994,-3.10227667,0,Lake Victoria,17,6,0,True,WUG,True,0,wug,never pay,enough,0,0,0,0,0
62275,other,32.58220547,-2.51403244,0,Lake Victoria,19,5,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
34719,DWE,32.96133015,-2.06710652,0,Lake Victoria,19,1,1500,True,missing,True,1998,vwc,never pay,insufficient,0,0,0,0,0
27096,HESAWA,34.5613484,-1.70539638,0,Lake Victoria,20,2,2445,missing,Other,True,1994,wug,never pay,enough,0,0,0,0,0
54141,DWE,37.46225482,-3.32386921,0,Pangani,3,4,30,True,Water Board,True,2008,water board,pay per bucket,enough,0,0,0,0,0
59541,other,35.48760211,-7.41258049,0,Rufiji,11,1,1,True,VWC,True,1995,vwc,never pay,dry,0,0,0,0,0
20068,DWE,0.0,-2e-08,0,Lake Victoria,17,1,0,True,WUG,False,0,wug,pay when scheme fails,enough,1,1,1,1,0
31964,DWE,37.54043646,-3.46555646,0,Pangani,3,4,75,True,Water Board,True,2008,water board,pay per bucket,enough,0,0,0,0,0
55706,Government,36.78781847,-4.87318475,0,Internal,21,5,230,True,VWC,False,2001,vwc,pay per bucket,insufficient,0,0,0,0,0
60480,other,33.8669734,-9.46920954,0,Lake Nyasa,12,3,0,True,Water authority,True,0,water authority,pay monthly,enough,0,0,0,0,0
17219,Government,38.05373317,-4.27929971,0,Pangani,3,3,230,True,Water authority,True,1967,vwc,never pay,enough,0,0,0,0,0
16884,other,37.04390457,-7.54043629,0,Rufiji,5,1,250,True,VWC,True,2009,vwc,never pay,insufficient,4,6,1,1,331
57221,other,40.12166743,-10.21211955,0,Ruvuma / Southern Coast,99,1,600,True,VWC,True,1974,vwc,pay per bucket,enough,0,0,0,0,0
1817,other,36.78451675,-3.37155104,0,Pangani,2,7,1500,True,VWC,False,2004,vwc,pay per bucket,enough,0,0,0,0,0
49027,DWE,33.86947007,-9.59979887,0,Lake Nyasa,12,3,0,True,Water authority,True,0,water authority,never pay,dry,0,0,0,0,0
13714,other,33.59686678,-9.20383439,0,Lake Nyasa,12,4,0,True,VWC,missing,0,vwc,never pay,insufficient,0,0,0,0,0
45508,other,31.81279277,-1.16315684,0,Lake Victoria,18,2,0,True,VWC,True,0,vwc,never pay,insufficient,0,0,0,0,0
41944,other,33.25939661,-3.91919864,0,Internal,17,3,0,True,WUG,True,0,wug,never pay,seasonal,0,0,0,0,0
30094,other,34.50135826,-9.30417417,0,Lake Nyasa,11,4,100,True,VWC,True,1998,vwc,pay monthly,enough,0,0,0,0,0
3656,DWE,30.97185649,-1.73426548,0,Lake Victoria,18,1,0,True,VWC,True,0,vwc,never pay,dry,0,0,0,0,0
41048,other,34.68912703,-9.25747007,0,Rufiji,11,4,108,True,WUA,True,2009,wua,pay monthly,enough,0,0,0,0,0
74041,DWE,33.60698068,-3.0113229,0,Lake Victoria,17,2,0,True,WUG,False,0,wug,never pay,enough,0,0,0,0,0
54650,DANIDA,35.81106343,-10.56184489,0,Rufiji,10,5,120,True,WUG,False,1993,wug,pay when scheme fails,dry,0,0,0,0,0
36629,DWE,38.60532463,-8.44682497,0,Rufiji,60,53,1,True,VWC,True,2007,vwc,pay per bucket,enough,0,0,0,0,0
47276,other,32.87746104,-3.28044213,0,Lake Victoria,17,3,0,True,WUG,True,0,wug,never pay,enough,1,4,1,2,0
4822,other,36.98830026,-6.03174626,0,Wami / Ruvu,5,1,120,True,VWC,True,1974,vwc,never pay,enough,0,0,0,0,0
25549,AMREF,39.13958454,-7.19718729,0,Wami / Ruvu,60,43,200,True,VWC,False,2009,vwc,never pay,dry,0,0,0,0,0
19652,RWE,36.05830247,-8.36597692,0,Rufiji,5,3,60,True,VWC,True,2008,vwc,never pay,insufficient,0,0,0,0,0
70984,DWE,34.68759127,-9.908717,0,Lake Nyasa,11,5,336,True,VWC,False,2006,vwc,pay when scheme fails,dry,0,0,0,0,0
13357,other,34.74559506,-10.39060407,0,Lake Nyasa,11,5,350,missing,VWC,False,1999,vwc,other,enough,0,0,0,0,0
17061,other,33.94888457,-9.42626637,0,Lake Nyasa,12,3,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
32038,HESAWA,34.68681421,-1.85710553,0,Lake Victoria,20,2,500,missing,Other,True,1997,other,never pay,enough,0,0,0,0,0
55697,other,35.5581224,-6.34731754,0,Internal,1,6,0,True,VWC,True,0,vwc,never pay,enough,0,0,0,0,0
66905,other,37.57970552,-3.17169242,0,Pangani,3,1,1,True,Company,True,2012,company,pay monthly,enough,0,0,0,0,0
16458,Government,37.5845835,-3.3338102999999997,0,Pangani,3,4,1,True,WUA,True,1983,wua,never pay,insufficient,0,0,0,0,0
748,other,0.0,-2e-08,0,Lake Victoria,17,1,0,missing,WUG,False,0,wug,unknown,enough,0,0,0,0,0
54620,DANIDA,34.82621135,-11.31698407,0,Lake Nyasa,10,3,86,missing,VWC,False,1992,vwc,unknown,enough,0,0,0,0,0
27395,RWE,37.30549344,-3.23565994,0,Pangani,3,4,50,True,VWC,True,1976,vwc,never pay,enough,0,0,0,0,0
6125,other,33.59424569,-9.21892401,0,Lake Nyasa,12,4,0,True,VWC,missing,0,vwc,pay annually,enough,0,0,0,0,0
7166,other,31.51945617,-8.30799092,0,Lake Tanganyika,15,2,230,True,VWC,True,1972,private operator,never pay,insufficient,0,0,0,0,0
28347,other,37.05146681,-3.18976345,0,Pangani,3,7,1,True,Water Board,True,2001,water board,pay monthly,enough,0,0,0,0,0
39147,Central government,33.81900284,-9.50720055,0,Lake Nyasa,12,3,0,True,VWC,True,0,vwc,never pay,dry,0,0,0,0,0
6917,other,38.85895515,-6.78194414,0,Wami / Ruvu,6,2,20,True,Parastatal,True,2010,private operator,pay per bucket,insufficient,0,0,0,0,0
40586,WEDECO,34.17274739,-3.3374562999999995,0,Internal,17,6,0,True,WUG,True,0,wug,never pay,insufficient,0,0,0,0,0
8578,other,38.69252092,-10.38665425,0,Ruvuma / Southern Coast,8,3,420,True,VWC,False,1981,vwc,never pay,dry,38,4,4,2,762
23926,WEDECO,34.37712514,-3.16542226,0,Internal,17,6,0,True,WUG,True,0,wug,never pay,insufficient,1,1,1,1,0
436,DWE,35.99887343,-4.7090484,0,Internal,1,1,0,True,VWC,False,0,vwc,never pay,enough,0,0,0,0,0
55687,KKKT,33.02046489,-9.01036366,0,Lake Rukwa,12,6,0,True,VWC,False,0,vwc,pay when scheme fails,enough,0,0,0,0,0
72413,DWE,30.03413065,-4.77424889,0,Lake Tanganyika,16,2,240,True,Water authority,True,2000,private operator,never pay,insufficient,0,0,0,0,0
39421,DWE,31.32860187,-7.65648139,0,Lake Rukwa,15,3,1,True,VWC,False,1983,vwc,pay annually,enough,0,0,0,0,0
44857,other,39.18072741,-8.13932453,0,Rufiji,60,53,1,True,VWC,True,2006,vwc,pay per bucket,enough,0,0,0,0,0
67454,other,38.97634688,-6.48862,0,Wami / Ruvu,6,1,50,True,Company,True,1990,private operator,pay per bucket,enough,0,0,0,0,0
66011,TASAF,37.72630894,-6.80754965,0,Wami / Ruvu,5,5,165,True,VWC,True,2008,vwc,pay monthly,enough,0,0,0,0,0
6347,other,34.58190755,-4.04977346,0,Internal,13,1,135,True,Parastatal,True,2003,parastatal,never pay,enough,0,0,0,0,0
44366,other,33.05608696,-9.39312142,0,Lake Nyasa,12,5,0,True,VWC,False,0,vwc,unknown,seasonal,6,3,3,3,0
72106,other,33.32791422,-3.55542219,0,Internal,17,3,0,True,Parastatal,True,0,parastatal,pay annually,enough,0,0,0,0,0
64933,DWE,30.33043113,-4.30751387,0,Lake Tanganyika,16,2,1200,True,Water authority,True,2003,vwc,pay monthly,enough,0,0,0,0,0
66160,other,35.55177403,-6.41882483,0,Internal,1,6,0,True,VWC,True,0,vwc,pay per bucket,enough,0,0,0,0,0
48968,other,39.20986968,-6.90358651,0,Wami / Ruvu,7,2,100,missing,Private operator,False,2010,private operator,pay per bucket,enough,0,0,0,0,0
22235,other,34.67668845,-9.67715719,0,Lake Nyasa,11,5,65,True,VWC,False,2010,vwc,pay when scheme fails,enough,0,0,0,0,0
42299,DWE,30.91116916,-1.41995485,0,Lake Victoria,18,1,0,True,VWC,True,0,vwc,never pay,dry,0,0,0,0,0
35457,other,33.54963365,-3.58288934,0,Internal,17,7,0,False,Parastatal,False,0,parastatal,never pay,enough,0,0,0,0,0
36022,other,34.629392200000005,-8.71581928,0,Rufiji,11,4,105,True,WUA,True,2009,wua,pay monthly,dry,0,0,0,0,0
48351,other,34.59083849,-4.459232599999999,0,Internal,13,1,325,True,WUA,True,2006,wua,pay per bucket,enough,0,0,0,0,0
15648,other,39.790426000000004,-10.50158555,0,Ruvuma / Southern Coast,99,1,400,True,VWC,True,2010,vwc,unknown,enough,0,0,0,0,0
18806,other,0.0,-2e-08,0,Lake Victoria,19,6,0,True,VWC,True,0,vwc,never pay,insufficient,14,8,2,2,0
