id,status_group
7617,non functional
30152,functional
66467,functional
65732,functional
1775,functional
4930,non functional
26690,functional
66791,functional needs repair
12260,functional
36818,non functional
49392,non functional
44632,non functional
58921,functional
18163,non functional
22040,non functional
73927,functional
35795,non functional
23873,functional
63348,non functional
34448,non functional
46875,non functional
62004,non functional
39310,non functional
67080,non functional
72357,functional
62301,functional
5246,non functional
65428,functional
24518,functional
12684,non functional
40424,functional
10332,functional
21939,functional
1815,non functional
66392,functional
32395,functional
17857,non functional
67114,functional
6762,non functional
59014,functional
13342,functional needs repair
73598,functional
48652,functional
18388,non functional
48936,non functional
3061,functional
38857,functional
6171,functional
18757,functional
39373,functional
20959,non functional
27782,functional
16264,functional
57293,functional
73326,functional
32045,non functional
63114,non functional
56225,functional
7995,functional
15025,non functional
5769,functional
9217,functional needs repair
65,functional
33070,non functional
44722,functional
21008,functional
16639,functional
31635,functional
60396,functional
28945,functional needs repair
1202,non functional
17163,non functional
43138,functional
59356,non functional
52568,functional
1701,functional
50109,non functional
49321,non functional
59298,functional
32268,non functional
59146,functional
67718,functional
72566,functional
69673,non functional
11715,non functional
42343,functional
20023,functional
12993,non functional
74040,functional
55918,non functional
10740,functional
56551,non functional
48969,non functional
49270,functional
70963,functional
18986,functional
18776,non functional
20071,functional
23853,functional needs repair
49072,functional needs repair
40017,functional
7517,functional
52001,non functional
7172,non functional
8282,non functional
35593,functional
71789,non functional
36565,functional
43997,non functional
31507,functional
57664,functional
574,non functional
74098,non functional
37633,non functional
2538,non functional
45152,non functional
41859,non functional
74233,functional needs repair
42116,non functional
73065,functional
70172,non functional
73309,functional
37909,functional
73668,functional
46690,functional needs repair
27300,functional
71917,functional
68142,functional
63445,non functional
65762,functional
68482,non functional
10925,functional
24926,functional
73528,non functional
43889,functional
67751,non functional
48670,non functional
53928,functional
67025,non functional
43798,functional
49021,non functional
54390,functional
11960,functional needs repair
2726,functional
35098,functional
50267,functional
23556,functional
71571,functional
42691,non functional
8708,functional
42855,non functional
42776,functional
20860,functional
72911,functional
57881,functional
16982,non functional
31567,functional
26622,functional
4644,functional
62433,functional needs repair
62236,non functional
68924,functional
57224,functional
462,functional needs repair
11037,functional
58119,non functional
17667,functional needs repair
44977,functional
3586,functional
45381,functional
37449,functional
54589,functional
35728,functional
18544,non functional
35538,functional
53579,functional
35770,functional
44821,non functional
41038,functional
52046,non functional
68101,non functional
54395,non functional
39187,functional
41921,functional
30833,functional
29261,functional
41088,functional
15900,functional needs repair
45439,non functional
61301,non functional
20731,functional
68978,non functional
27219,functional
39651,functional
52741,non functional
70616,functional
46261,functional
1227,non functional
26407,functional needs repair
58755,functional
68172,functional
27423,functional needs repair
21512,non functional
31453,non functional
70491,non functional
24861,functional
45546,functional
32085,functional
40057,non functional
62218,non functional
65105,non functional
33977,non functional
57554,functional
9071,functional
32855,functional
6921,non functional
16300,non functional
8166,non functional
63927,non functional
61819,functional
13830,functional
47193,non functional
16602,non functional
3827,functional
47384,functional
18686,non functional
67546,functional
58189,non functional
9293,functional
53888,functional
48734,functional
47249,non functional
2678,functional
47712,functional
15112,functional
41120,non functional
47889,functional
33420,functional
25774,functional
61512,non functional
32783,non functional
514,functional
14946,non functional
49979,non functional
66005,non functional
28988,functional
46977,functional
51721,functional
74202,functional
56382,functional
61003,functional
48135,non functional
53885,functional
32543,functional
56775,functional
15468,non functional
39238,non functional
28360,functional
26618,functional needs repair
6658,functional
1078,functional
2976,functional
37747,functional
21305,non functional
19797,non functional
26279,functional
31344,functional
23371,functional
29087,functional needs repair
53970,functional
13034,non functional
24835,functional
58022,non functional
21172,functional
11505,non functional
56031,functional
23171,functional
51822,non functional
21472,non functional
14172,functional
17257,non functional
49904,non functional
20775,functional
40284,non functional
68973,functional
72804,functional
7477,non functional
54355,non functional
32165,functional
38852,functional
62211,non functional
14937,non functional
24120,non functional
56557,functional
1282,functional
59574,functional
55376,non functional
55829,functional
20226,non functional
42109,non functional
13791,functional
3029,functional
41939,non functional
13085,functional
21270,non functional
52977,non functional
56808,functional
40186,non functional
37963,non functional
504,functional
6341,non functional
29243,non functional
65597,non functional
73127,functional
7262,non functional
35676,functional needs repair
46952,non functional
37033,functional
48098,functional
54010,non functional
53622,non functional
4065,functional
21044,functional
13457,non functional
22259,functional
51304,functional
65985,non functional
51206,non functional
60145,functional
18663,functional
21260,functional needs repair
49213,functional
27557,non functional
46746,functional
72150,functional
1953,non functional
1645,functional needs repair
36331,functional
31726,non functional
16048,non functional
9789,non functional
39249,functional
7239,functional
27160,non functional
13685,functional
67410,non functional
41326,non functional
44953,functional
41526,functional
15890,non functional
17450,functional needs repair
44438,non functional
64916,functional
66831,functional
42319,functional
65574,functional
61610,non functional
65218,functional
369,functional
59542,functional
25336,functional
46386,functional
62749,non functional
65549,functional
40809,non functional
71393,non functional
61323,non functional
857,non functional
2161,functional
44135,non functional
30839,non functional
34219,functional
66844,non functional
47810,non functional
63358,functional
28204,functional
29379,non functional
40721,non functional
6084,functional
71328,non functional
9571,non functional
44900,functional
72048,functional
36232,functional
3031,functional
2732,functional
9569,non functional
49569,non functional
52091,non functional
43738,functional
2598,non functional
63590,functional
15901,non functional
29835,non functional
13569,non functional
28167,functional
38150,functional
19407,functional
58905,non functional
25151,functional
32729,non functional
39135,functional
64171,functional
21315,functional
16594,non functional
61580,functional
14015,functional
5721,non functional
51850,functional
40250,functional
28582,functional
50232,non functional
70897,non functional
33517,functional
3954,functional
32933,functional
8905,non functional
32956,functional
44605,functional needs repair
31816,non functional
67753,functional
66631,non functional
65847,non functional
65424,non functional
23499,functional
64247,functional
51400,functional needs repair
24420,functional
33442,functional
25695,functional
9037,functional
60595,functional
44940,functional
2705,functional needs repair
25460,functional
61394,non functional
6670,functional
59559,functional
54187,non functional
17688,functional needs repair
30792,non functional
37057,functional
56109,functional
40806,functional
5033,functional
58003,non functional
38387,non functional
69378,functional
40333,non functional
17878,non functional
9338,functional
21049,functional needs repair
51194,functional
50827,functional
6305,functional
53712,non functional
32432,functional
15002,non functional
3844,non functional
53801,functional needs repair
42362,non functional
65203,functional
62142,non functional
53273,functional
19493,non functional
6289,non functional
30387,functional
26768,non functional
44704,non functional
1273,functional
605,functional
36453,non functional
54154,functional
67079,non functional
47623,functional
70025,non functional
9809,functional needs repair
9562,functional needs repair
26338,functional
43751,functional
62268,functional
4295,functional
48254,functional
7934,functional
62510,non functional
23984,functional
6865,functional
64181,functional needs repair
41824,functional
46846,non functional
8033,functional
64989,functional
21040,non functional
68234,non functional
70635,functional
67300,non functional
28212,functional
43734,non functional
58262,functional
16362,functional
41025,non functional
69012,functional
45498,functional
62123,non functional
70735,non functional
39785,functional
32263,functional
26562,non functional
48607,functional
31066,functional
54188,non functional
38799,non functional
70512,functional
29596,non functional
18002,non functional
37207,functional
35213,non functional
30597,functional
45945,functional
22667,non functional
41392,functional
62542,functional
11182,functional
32520,non functional
66411,non functional
4575,functional
40756,non functional
15450,non functional
70397,functional
66145,non functional
30662,non functional
12940,non functional
66886,functional
22885,functional
23173,non functional
18817,functional
19605,functional needs repair
43779,functional
33793,functional
1013,functional
10804,functional needs repair
28668,non functional
21285,non functional
45926,functional
18967,functional
58519,non functional
60585,non functional
57133,functional
23747,functional needs repair
70203,functional
74072,functional needs repair
21634,functional
60367,non functional
72461,non functional
51619,functional needs repair
32498,functional
7591,functional
74185,non functional
52179,non functional
3695,non functional
36575,functional
15889,functional
68925,non functional
3412,non functional
68766,functional
58419,functional
24543,functional
51509,functional
36294,non functional
50340,functional
39317,functional
26242,functional
55854,functional needs repair
34249,functional needs repair
355,functional
6737,functional
64638,functional
36664,functional needs repair
28805,functional
69847,non functional
42303,non functional
35592,functional
32407,functional
65051,functional needs repair
6901,non functional
23438,non functional
68231,non functional
63832,non functional
49957,functional
53550,functional
61823,functional
73985,functional needs repair
63891,functional needs repair
71957,functional needs repair
48727,non functional
52439,functional
36480,functional
1047,functional
63531,functional
5727,functional
33739,functional
73022,functional
72035,functional
65234,non functional
53384,functional needs repair
15868,non functional
38531,functional
58926,functional
8141,non functional
40330,non functional
71613,functional
14905,non functional
4665,functional
46183,non functional
34904,functional
74051,non functional
53447,functional
61378,functional
56394,functional needs repair
73390,functional
63433,non functional
60967,functional
14470,non functional
16934,functional
70653,functional
50853,non functional
61308,functional
33258,functional
1556,functional
700,functional
19949,non functional
41209,functional
28139,functional
18520,functional needs repair
56679,functional
51785,non functional
32952,non functional
68893,functional
35856,non functional
23164,functional
31141,non functional
66581,functional
70934,non functional
19574,functional needs repair
51316,non functional
8420,functional
4533,functional
58473,non functional
29565,non functional
22792,functional
28392,functional
72310,functional
17358,non functional
34869,functional
8694,functional
21143,non functional
38986,non functional
44855,functional
2951,functional
39280,non functional
67030,non functional
50351,non functional
60428,non functional
5923,non functional
65852,functional
40643,functional
23569,functional needs repair
56748,functional
31364,non functional
36603,functional
70562,non functional
40508,functional needs repair
5391,functional
27172,non functional
50266,functional
66710,functional
13573,non functional
73223,functional
64232,non functional
30782,non functional
59552,functional
5009,functional
2468,non functional
19686,functional
42553,non functional
55817,non functional
1239,functional
21537,functional
69445,functional needs repair
54039,functional
50626,functional needs repair
50729,functional
48766,functional
18203,non functional
55546,functional
1145,functional
31603,functional
69954,functional
65459,non functional
18297,functional
53673,functional
4955,functional
52928,non functional
10734,functional needs repair
48684,non functional
41207,non functional
30644,functional
10634,functional
22406,functional
20867,functional
58872,functional
24350,non functional
24680,functional
21648,functional
7814,functional
44164,functional
3478,non functional
65446,non functional
71214,functional
48403,functional needs repair
60456,non functional
65409,functional
39149,functional
54422,functional
36747,non functional
60348,non functional
14706,non functional
14898,non functional
21379,functional
39809,functional
53043,functional
73756,non functional
60897,non functional
24480,non functional
53223,functional
63933,functional
20817,functional
62565,functional
35766,non functional
66316,functional
73369,functional needs repair
62313,functional
28648,non functional
3609,non functional
21159,functional
770,functional
6823,functional
62468,functional
20008,functional
25963,functional needs repair
46712,non functional
22495,non functional
47825,non functional
66206,non functional
27365,functional
24232,functional
64145,non functional
24294,functional
65160,non functional
61485,functional
73483,functional
54499,functional
66459,non functional
68723,functional needs repair
36951,non functional
17627,functional
2628,functional
1797,functional
25704,functional needs repair
16567,functional needs repair
71890,functional
65076,functional
39117,non functional
8817,non functional
53425,functional
58608,non functional
22244,non functional
24224,functional
71627,functional
4541,functional
50839,non functional
67666,functional
63442,functional needs repair
1843,functional needs repair
14405,functional needs repair
1907,non functional
54036,functional
54185,functional
52276,non functional
7432,functional
26015,functional
64168,non functional
53758,functional
42411,functional
41411,functional needs repair
68594,functional
65667,functional
42785,functional
59262,functional
11643,functional
27391,functional
27012,non functional
63311,functional
18254,non functional
20901,functional
46100,non functional
65756,non functional
70953,functional needs repair
1497,functional
22455,functional
27106,functional
39528,functional
37922,non functional
49273,functional
70426,functional
20234,functional
51524,functional
44260,functional
32148,non functional
68243,functional
14934,functional
60123,non functional
30830,non functional
63980,non functional
31250,non functional
67254,functional
21673,functional
13592,functional
7728,non functional
68269,non functional
60198,non functional
632,functional
51213,functional
31105,functional
53014,functional
27314,functional
15751,functional needs repair
28407,non functional
50663,functional
68212,non functional
73407,functional
51566,non functional
45042,functional
51631,functional
45638,functional
13064,functional
23399,functional
34272,functional
4603,functional
23706,functional
68037,functional
34559,functional
38488,functional
7826,functional
24118,functional needs repair
32306,functional
16039,functional
12172,non functional
40705,non functional
44784,functional
21327,non functional
14774,functional
7665,functional
41342,functional
22426,functional
36594,non functional
24351,functional
61398,non functional
55140,functional
5074,functional needs repair
6147,non functional
55245,non functional
7759,functional
19320,functional
54868,functional
69531,functional
70236,functional
46407,non functional
10138,functional
6711,functional
21620,functional
48061,non functional
57170,non functional
14810,functional
6445,functional
41925,functional needs repair
44800,functional
30699,functional
28454,non functional
4001,functional needs repair
36277,non functional
54259,functional needs repair
64098,non functional
11027,non functional
47248,functional
44013,non functional
58998,non functional
41319,non functional
39576,non functional
9429,non functional
36949,functional
50374,functional needs repair
64705,non functional
60814,non functional
35580,functional
51623,functional
10238,non functional
20801,functional
5437,functional
7368,functional
26310,functional
15054,functional
10210,non functional
68090,functional
25947,functional
10580,non functional
398,functional
66366,non functional
14428,functional
21684,functional
73015,non functional
8791,functional
21789,functional
60781,functional
72963,non functional
41487,non functional
26508,non functional
27208,functional
47584,non functional
30890,functional
41841,functional
15605,functional
48266,functional
27933,functional
60838,functional
24289,functional
68958,non functional
70142,non functional
34524,functional
42751,functional needs repair
1270,functional
13523,functional
4903,non functional
26883,functional
45419,non functional
23393,functional
50051,functional
24600,functional
21762,functional
46379,functional
18730,non functional
26264,functional
65822,functional needs repair
25992,functional
65553,functional
25467,non functional
49405,functional
29329,functional needs repair
39907,non functional
1726,non functional
20007,non functional
17413,functional
52788,functional
12082,non functional
50694,functional
41155,functional
56355,functional
8793,functional
41740,functional
68634,functional
61955,functional
53697,functional
73391,non functional
9384,non functional
67191,functional
68100,functional
73568,functional
72406,functional
68309,non functional
29542,functional
26979,functional
56392,non functional
67840,functional
68391,functional
40274,non functional
73254,non functional
69190,non functional
221,functional
38046,functional
56840,functional
11487,functional
15466,functional
49698,functional
63057,non functional
61757,non functional
36257,functional
7182,functional
71179,non functional
36678,functional
54848,non functional
15258,functional
54757,non functional
166,functional
52346,functional
56949,functional
60801,non functional
35976,functional
45614,functional
44154,functional needs repair
46703,non functional
9006,functional
10446,functional
8983,functional
41123,functional
7258,non functional
18228,non functional
28434,non functional
14028,functional
69909,non functional
56497,non functional
60471,functional
50523,functional
70192,functional needs repair
40997,functional
7255,functional
46530,functional
53551,functional
73693,non functional
64238,non functional
13808,functional
17734,non functional
54717,functional
20835,non functional
8445,functional
22868,functional needs repair
69893,non functional
58695,functional
70859,functional
41465,non functional
68592,functional
38927,functional
1525,non functional
2819,functional needs repair
53216,functional
28554,non functional
24237,functional needs repair
39632,non functional
72184,functional
59926,functional
16140,functional
7993,non functional
716,functional
103,functional
13184,functional
40323,functional needs repair
64281,functional
54342,functional
7966,non functional
44,functional
47294,non functional
12697,functional needs repair
16956,functional
43285,non functional
69699,non functional
39621,functional
12155,functional
32779,non functional
63790,non functional
68426,functional
25985,functional
19220,functional needs repair
39197,non functional
71366,functional
29203,functional
33811,functional
11489,functional
49337,non functional
34001,non functional
4466,non functional
38764,functional
53300,non functional
32178,functional
69879,functional
61830,functional needs repair
58452,non functional
7311,functional
20053,non functional
23197,functional
73830,non functional
17755,functional
64120,non functional
15730,functional
27028,functional
34633,functional
59059,non functional
38084,functional
20938,non functional
65528,non functional
13973,functional
33575,functional
15627,functional
10912,non functional
38720,functional
71201,non functional
62980,functional
27515,non functional
22229,functional needs repair
32104,functional
54101,functional
22014,functional
18517,functional
33777,functional
4781,functional
42676,non functional
16209,functional
63914,functional needs repair
27723,functional
26803,non functional
44904,functional
60867,functional
42731,non functional
59444,functional
28496,functional
56833,functional
25446,functional
59766,functional
30177,non functional
38355,non functional
66175,non functional
30903,non functional
16917,functional
49702,functional
38742,non functional
48629,non functional
41228,non functional
27498,functional needs repair
50429,non functional
33964,functional
3319,functional
22272,functional
52690,functional
73768,non functional
73826,functional needs repair
50681,functional
67829,non functional
36881,non functional
54134,non functional
40437,non functional
13555,non functional
18199,functional
12847,functional
10057,non functional
31076,functional needs repair
56957,non functional
23535,non functional
31647,non functional
7496,non functional
17702,non functional
33921,functional
47275,functional
22872,functional
39397,non functional
36878,functional needs repair
39548,non functional
27121,non functional
73176,non functional
58093,functional
36558,non functional
35477,functional
1548,non functional
2431,functional
69589,functional needs repair
6205,non functional
27727,functional needs repair
8250,functional
65997,functional
54624,functional
59670,non functional
44601,functional
70898,non functional
20179,functional
8063,functional
52007,non functional
23746,functional
52680,functional
57995,non functional
51510,functional
22545,non functional
31062,functional
67189,functional needs repair
15873,functional
11128,non functional
38862,functional needs repair
15958,functional
34287,functional
29264,non functional
54553,functional
47157,functional
6854,non functional
64636,functional needs repair
33631,non functional
29728,functional
56547,functional
71798,non functional
72630,functional
46157,functional
69206,functional
63309,functional
48416,functional
32656,functional
10570,functional
53081,non functional
40235,non functional
34651,non functional
60700,functional
22358,functional
41576,functional
36312,non functional
3959,non functional
8895,functional needs repair
67855,functional
33241,functional
37522,functional
583,functional
62695,functional
32288,functional
43623,functional
9371,non functional
66213,non functional
13036,functional
44918,non functional
67994,functional needs repair
30687,non functional
56717,functional
20493,non functional
33654,functional
47806,non functional
39025,non functional
29032,functional
36038,non functional
58945,functional
1153,functional
56269,functional
56307,functional
17665,functional
53058,functional
34877,functional
30138,functional
35284,functional needs repair
74032,functional
57928,functional
73627,functional
28676,functional
14950,non functional
54806,functional
72133,functional
53039,functional
69235,functional
9619,functional
22601,non functional
33329,functional
27195,functional
70306,functional needs repair
4428,non functional
40103,non functional
52931,non functional
48965,functional
26256,non functional
18809,non functional
31781,functional
49594,non functional
15937,non functional
12759,functional
931,functional
11982,functional
38359,functional
33058,functional
49810,functional needs repair
49207,functional
2829,non functional
9347,functional needs repair
50239,functional
71671,functional
925,functional
12875,functional
40037,functional
7412,functional
26728,functional
72696,non functional
2421,non functional
62891,non functional
7016,functional
45993,functional
72532,non functional
45380,functional
64516,functional
52937,functional
27679,functional needs repair
57375,functional
21065,functional
58034,functional
6169,functional
32671,functional
53833,functional
43124,functional
27928,functional
45417,functional
71188,non functional
52190,non functional
22387,non functional
56776,functional needs repair
23053,non functional
70715,functional
59095,non functional
44187,non functional
50345,non functional
16495,functional
58057,non functional
64865,functional
49645,functional
66312,functional
47535,functional
64580,functional
51980,functional
13924,functional
23158,functional
58339,functional
37535,functional
8746,functional
22783,non functional
22551,functional needs repair
30215,functional
71313,functional needs repair
37630,non functional
66640,non functional
37472,non functional
21176,non functional
65154,functional
63131,non functional
67291,functional
1926,non functional
64518,functional needs repair
16655,non functional
71629,functional
29948,functional
25576,functional
14562,functional
51067,functional
63265,non functional
42822,non functional
52441,functional
64026,non functional
51760,functional
64333,functional
52390,non functional
64434,non functional
68352,non functional
64022,non functional
8156,non functional
44094,non functional
27834,functional
19353,functional
10828,functional
62166,non functional
40906,functional
51156,non functional
114,non functional
12022,non functional
71691,non functional
1343,non functional
43956,functional
11870,functional
30547,functional
65497,functional
26084,non functional
44735,non functional
62606,functional
52166,non functional
55787,functional
43394,functional
8873,functional
7667,functional
12547,functional
43070,functional
7460,functional
45690,non functional
22603,functional
212,functional
19324,functional
48825,non functional
4993,non functional
71822,functional
27269,non functional
29725,functional
25942,functional
36423,functional needs repair
5449,functional
47730,functional
35162,functional
51657,non functional
53584,non functional
9139,non functional
34362,functional
1542,functional
19546,non functional
67494,non functional
46987,non functional
36727,functional
55077,functional
73991,functional needs repair
71449,functional
57151,functional
3937,functional
58690,non functional
21994,functional
54570,functional
3232,functional
39592,non functional
69381,non functional
3080,functional
41304,non functional
30762,functional needs repair
23338,non functional
68320,non functional
30181,functional
54337,functional
35661,functional
13459,non functional
16628,non functional
41741,non functional
51695,functional
9010,non functional
57220,functional
20193,functional
67363,functional
19836,non functional
56564,non functional
6959,functional
73752,functional
67396,non functional
61674,non functional
22765,functional
59656,functional
33994,functional
59987,functional
3888,functional needs repair
67451,functional
64611,functional
13984,non functional
39828,functional
8779,non functional
97,non functional
3656,non functional
26590,functional
55511,non functional
7042,functional
6559,functional
2169,non functional
65034,non functional
2419,functional
18303,non functional
9088,functional
2670,functional
28966,non functional
52644,non functional
49067,functional
42006,non functional
18417,functional
37232,functional
693,functional
57128,non functional
21403,functional
48191,non functional
60196,functional
61521,functional
26992,non functional
61555,non functional
38381,functional
11547,non functional
35840,functional
54731,non functional
20374,non functional
852,non functional
37679,functional
13060,non functional
32927,functional
42866,functional needs repair
17849,non functional
57938,non functional
36466,functional
27497,functional
48922,functional needs repair
72820,non functional
41892,non functional
8712,functional
67941,functional
47838,functional
22451,functional
32366,functional
7740,functional
55085,functional
31208,non functional
31944,non functional
50796,non functional
39837,non functional
62013,non functional
24186,functional
57237,non functional
64079,functional
34797,functional
69757,functional
48800,functional
49496,functional
42653,non functional
12183,non functional
64525,non functional
35502,functional
19246,functional
2591,functional
16202,non functional
35941,functional
38936,functional
57255,non functional
14340,non functional
14440,functional
5061,functional
41118,non functional
70239,functional
40045,non functional
26,functional
63441,non functional
67053,functional
38676,non functional
34211,functional
66171,functional
33093,non functional
22686,non functional
44749,functional
6448,functional
21522,functional
16173,functional
38093,functional
70591,functional
13843,functional
35034,functional
55318,functional
21139,non functional
571,functional
2278,functional needs repair
24936,functional
45130,functional needs repair
50293,functional
71101,functional
35042,non functional
2696,non functional
46169,non functional
31469,functional
57110,functional needs repair
60291,non functional
61692,functional
46045,non functional
71474,non functional
21595,functional
12958,non functional
65603,non functional
19805,functional
73158,functional
16124,functional
38894,functional
6329,functional
61280,functional
64910,functional
40427,non functional
39698,non functional
19721,functional
2289,non functional
43131,functional
55813,functional
26565,functional
54163,non functional
8114,non functional
52784,functional
45279,functional
73394,functional
65276,functional
12593,functional
60640,functional
64882,functional
28157,functional
43156,functional
52574,functional
18577,functional
3859,functional
8066,non functional
22991,non functional
33359,functional
31444,functional
30471,functional
54544,non functional
51935,functional
68818,non functional
24669,functional
68121,functional
35762,non functional
1828,non functional
35970,functional
14065,non functional
11568,functional
53288,functional
41433,non functional
1464,functional
73665,non functional
57284,functional
19862,functional
37593,non functional
17375,non functional
42202,functional
51773,non functional
55011,functional
56213,non functional
55949,non functional
38053,non functional
32328,functional
17708,non functional
36102,functional
12552,functional
25692,functional
12813,non functional
40051,functional
57097,functional
47985,functional
765,functional
56806,functional needs repair
64888,functional
55265,functional
40276,functional
42052,non functional
31041,non functional
11807,functional
46706,functional
60761,non functional
39178,non functional
68884,functional
44145,functional
16190,functional
61032,non functional
37915,non functional
5162,functional
5855,functional
46144,functional
67631,functional
27233,functional
47282,functional
36419,functional
52064,functional
58790,functional
38802,functional
14051,functional
60686,non functional
46710,functional
74130,non functional
9577,functional
63815,non functional
22085,functional
62112,non functional
30962,non functional
26217,functional
52799,functional
67907,functional
24151,functional
48102,functional needs repair
46495,functional
63894,non functional
60996,functional
25101,non functional
17888,non functional
8113,non functional
31068,functional
35312,functional
45012,functional
12777,functional
52507,functional
43350,functional
17730,functional
43639,functional
8122,non functional
24259,non functional
35926,functional needs repair
65962,functional
66121,non functional
69273,non functional
25238,functional
22801,functional
71285,functional
27647,functional
68001,non functional
16303,functional
10391,non functional
31652,non functional
7148,functional
48822,functional
64176,functional
60718,functional
48820,functional
63234,non functional
70077,functional
40279,functional
20381,functional
12720,functional needs repair
49613,functional
66251,functional
47153,functional needs repair
52368,functional
11413,functional
26349,non functional
65830,functional
8309,functional needs repair
38856,functional
1401,functional
44269,non functional
3422,non functional
69728,functional
15618,non functional
35543,functional
14687,non functional
58708,functional
4709,functional
44195,non functional
8616,functional
43152,functional needs repair
66905,functional
57077,non functional
26680,functional
22265,functional
20518,functional needs repair
1671,functional
18371,functional
23284,functional
9199,non functional
46556,non functional
52312,functional
41903,non functional
26862,functional
55738,functional
24793,non functional
40699,functional
32904,non functional
19920,functional
18654,non functional
16283,non functional
28497,non functional
35352,non functional
18956,non functional
48231,functional
46201,functional
30097,functional
63422,non functional
48790,functional
39789,functional
14074,functional
24402,functional
61937,functional
24589,non functional
48589,non functional
37690,non functional
28911,functional
42902,functional
48700,functional
64205,functional
48132,functional
15395,functional
20554,functional
67132,functional needs repair
41570,non functional
61894,non functional
40188,functional
9057,functional
60155,functional
16139,non functional
56086,functional
49797,functional
35799,functional
37138,non functional
10945,functional
51688,functional
47745,functional needs repair
12786,functional
5440,functional
23472,non functional
29374,functional
59648,functional
40577,functional
5435,functional
30842,functional
46062,non functional
26761,functional
67465,functional
36547,non functional
23405,functional
4154,non functional
55222,non functional
57670,non functional
55408,non functional
5927,non functional
34574,functional
22607,functional
29821,functional
24898,non functional
8848,non functional
47389,non functional
4833,functional
40198,non functional
67188,functional
51432,functional
70826,non functional
11681,non functional
59937,functional
14748,functional
48857,functional needs repair
15203,functional
29482,functional
34638,non functional
34825,non functional
25874,non functional
64424,non functional
7843,functional
65386,non functional
44869,functional
32706,non functional
35708,functional needs repair
816,functional
40231,functional
53680,non functional
70912,functional
65490,functional
49911,non functional
15669,functional
12782,non functional
68741,functional
6840,functional
30048,non functional
47375,functional
73771,non functional
29704,functional
44419,non functional
69236,functional
44779,non functional
64924,functional
50292,functional
45793,functional
44513,non functional
23366,non functional
29150,non functional
27232,non functional
60152,functional needs repair
69654,non functional
17306,non functional
61504,non functional
70402,functional
33875,non functional
70061,non functional
38966,functional
70875,functional
19798,functional
63409,functional
8674,functional
20421,functional
50290,functional
48831,non functional
32632,functional
45755,functional
9022,functional
46091,non functional
44828,functional
43250,functional needs repair
7571,functional
51634,functional needs repair
31480,non functional
4957,functional
50772,non functional
49286,functional
64376,functional
48910,non functional
40146,non functional
51393,non functional
41902,functional
21655,non functional
30183,non functional
38613,functional needs repair
24340,non functional
14864,functional
58545,functional
72186,functional
22280,non functional
16524,functional
9247,non functional
61078,non functional
45397,non functional
8012,functional
9788,non functional
43974,non functional
45753,non functional
20331,functional
4907,functional needs repair
33595,functional
64796,functional
35370,non functional
70686,functional
32833,functional
3601,functional
31530,non functional
1891,non functional
24946,non functional
8900,functional
54505,functional
22875,functional
73235,functional
11527,non functional
56935,non functional
15539,functional
28731,non functional
8398,non functional
50468,functional
39425,functional
7705,functional
18086,functional needs repair
47643,functional
17452,non functional
59617,non functional
34275,functional
39170,functional
15800,functional
25793,functional
16421,functional
10589,non functional
63061,non functional
36280,functional
34683,functional
2489,functional
18084,functional
48527,non functional
61180,functional needs repair
17410,non functional
52808,non functional
53291,functional
73729,non functional
45193,non functional
38331,functional
50717,functional
38892,functional
24032,non functional
63151,non functional
70619,functional
12499,functional needs repair
9594,non functional
17151,functional
43188,functional
21518,functional
28034,functional needs repair
7881,functional
24917,non functional
43594,non functional
26071,functional needs repair
26634,non functional
64073,functional
10176,functional
28394,functional
31698,functional
55673,functional
64099,non functional
56854,functional
3098,functional
23105,functional
8661,non functional
46897,functional
11579,non functional
63635,functional
53745,functional
28498,functional
27957,non functional
51747,non functional
73708,functional
63585,non functional
41772,functional
23005,functional
22084,non functional
58393,non functional
109,functional
33717,functional needs repair
51151,non functional
55526,non functional
54704,non functional
5131,non functional
55975,functional
62870,functional
74078,non functional
14782,non functional
30755,functional
17177,functional
1742,functional
31298,functional
25399,functional
70592,non functional
15174,non functional
52934,non functional
49485,functional
12714,non functional
17790,non functional
27435,functional
51606,functional needs repair
55954,functional
8040,non functional
67779,non functional
19174,functional
22381,functional
11274,non functional
46046,functional
49724,non functional
5445,non functional
26567,functional
34045,functional
49692,non functional
5513,functional
25636,non functional
22674,functional
69213,non functional
59022,non functional
17321,non functional
50817,functional
20442,non functional
26376,functional
22906,functional
28457,functional
38047,functional
68774,non functional
21987,functional
542,functional
49403,functional
56576,non functional
19557,non functional
70063,functional
45552,non functional
7510,functional
58652,functional
54576,non functional
63878,functional
68621,functional
50341,non functional
47631,functional
56486,functional
39066,functional
67202,functional needs repair
53338,non functional
34864,non functional
49865,functional
3062,functional needs repair
8764,non functional
38445,non functional
38252,non functional
65828,functional
70595,non functional
16497,functional needs repair
15074,non functional
11868,non functional
57261,functional
20808,functional
55752,functional
68222,functional
11227,functional
48228,functional
41071,non functional
49794,functional
25288,functional needs repair
46641,non functional
55494,functional
44925,functional needs repair
73850,functional
45989,functional
16698,functional
37624,functional needs repair
44346,functional
29627,functional
62941,functional
56606,functional
24094,functional
67479,functional
61275,non functional
44751,functional
4119,non functional
47085,non functional
7916,functional needs repair
24016,functional
67285,functional
21602,non functional
57686,non functional
10619,functional
57480,functional
22965,functional
54199,functional
46395,non functional
50365,functional
72106,functional
44194,functional needs repair
10606,non functional
62093,non functional
47741,non functional
60715,functional
19164,functional
10054,non functional
